id,system,thread_id,customer,evidence_customer,evidence_reply,relevant,supports_next_step,current_advice,reviewer_id,reviewer_type,rationale
c3_004,agent,t_1829525,"can't use website player. keep getting ""ooops, something went wrong. Reload."" I've reloaded, restarted, signed out & in...","Getting a lot of issues with web player - 'Oops something went wrong, reload', seeing nginx 503 errors!","@user Hey Roo! Can you try clearing your browser's cache and cookies? Using an incognito window might do the trick, too. Keep us posted",,,,,,
c3_004,agent,t_1306513,"can't use website player. keep getting ""ooops, something went wrong. Reload."" I've reloaded, restarted, signed out & in...","Hey WTH is going on with your web player? Keep getting ""Oooops, something went wrong with the playback. Reload"" every 2nd song?!?!",@user Hey there! Can you try using an incognito window or a different browser to see if it helps? Let us know how it goes,,,,,,
c3_004,agent,t_224116,"can't use website player. keep getting ""ooops, something went wrong. Reload."" I've reloaded, restarted, signed out & in...","hey i'm trying to sign up for an account and I just keep getting the same ""oops something went wrong, please try again...""",@user Hey there! Can you try clearing your browser's cache and cookies? That might help,,,,,,
c3_004,agent,t_2783492,"can't use website player. keep getting ""ooops, something went wrong. Reload."" I've reloaded, restarted, signed out & in...","I keep getting a server time-out, is there something wrong with the website this morning?","@user Hi Joel! Thanks for keeping us posted. If it happens again, let us know and we'll dig deeper. Otherwise... <url> 🙂",,,,,,
c3_004,agent,t_2300002,"can't use website player. keep getting ""ooops, something went wrong. Reload."" I've reloaded, restarted, signed out & in...",radio won’t let you like songs! Says that something went wrong,"@user Hey Kaylinn, help's here! That's not cool. Does logging out > restarting the device > logging back in help? Keep us posted",,,,,,
c3_004,agent,t_912988,"can't use website player. keep getting ""ooops, something went wrong. Reload."" I've reloaded, restarted, signed out & in...",I've been finding difficulties signing up with both my Facebook or Email. Feedback; oop something went wrong for hr,@user Hi there! What country are you currently in? We'll see what we can suggest,,,,,,
c3_005,agent,t_2857442,Hi been trying to update my payment but it dint load. Or cancel. It doesnt take a moment 💔 <url>,"I'm trying to update my premium payment and I just get this loading page, what's the story? <url>",@user Hi Graham! Could you try updating your payment info at <url> on a desktop or laptop computer? Let us know how it plays out,,,,,,
c3_005,agent,t_2803542,Hi been trying to update my payment but it dint load. Or cancel. It doesnt take a moment 💔 <url>,"I keep trying to update my payment method to keep my Spotify account but every time I try, it just keeps loading, loading, and loading... Any help? I use Spotify on my MacBook Pro. Thanks. - __email__ <url>","@user Hey Mitchell! Could you please delete this tweet since it contains your personal info? On another note, we've just sent you a bit more info over DM. We'll carry on helping out there",,,,,,
c3_005,agent,t_1688975,Hi been trying to update my payment but it dint load. Or cancel. It doesnt take a moment 💔 <url>,i am trying to update my payment information but have searched this whole app and cant find this option?,@user Hey! Help's here. You can update your payment details by logging in to <url>,,,,,,
c3_005,agent,t_2081503,Hi been trying to update my payment but it dint load. Or cancel. It doesnt take a moment 💔 <url>,"Trying to update Spotify payment card - says ""loading..please wait"" ... for over an hour. Tried everything! Help! .",@user Hey Angela! The cavalry's here. Could you DM us your account's email address or username? We'll take a look under the hood <url>,,,,,,
c3_005,agent,t_2246130,Hi been trying to update my payment but it dint load. Or cancel. It doesnt take a moment 💔 <url>,Trying to update payment details. Form on the page won't load on two different browsers. Any ideas?,"@user Hi there. Can you let us know what device, OS, and browsers you're using? Also, are you getting any specific error messages",,,,,,
c3_005,agent,t_2346324,Hi been trying to update my payment but it dint load. Or cancel. It doesnt take a moment 💔 <url>,Yo. Trying to update my payment information. It's been suck on the Change Payment Details page forever. What's the deal?? Tried on both Chrome and Firefox.,@user Hey there! Could you try using an incognito window? Let us know how it goes,,,,,,
c3_005,quality,current:contact,Hi been trying to update my payment but it dint load. Or cancel. It doesnt take a moment 💔 <url>,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
c3_006,quality,current:contact,Yo I keep trying to apply for the student discount but it keeps telling me my 'csrf token' is invalid???????,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
c3_006,agent,t_2259557,Yo I keep trying to apply for the student discount but it keeps telling me my 'csrf token' is invalid???????,I'm trying to update my payment method and I keep getting this error: The CSRF token is invalid. Please try to resubmit the form.,@user Hi David! The cavalry's here. Can you DM us your account's email address and a screenshot of the exact error message you're getting? <url>,,,,,,
c3_006,agent,t_458053,Yo I keep trying to apply for the student discount but it keeps telling me my 'csrf token' is invalid???????,"I am trying to reset my password, but the page keeps showing ""The CSRF token is invalid."" Can you provide assistance?","@user Hey Charles, help's here! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes",,,,,,
c3_006,agent,t_1902085,Yo I keep trying to apply for the student discount but it keeps telling me my 'csrf token' is invalid???????,I need help on trying to get my spotify premium student discount! 😭,"@user Hi, help's here! What's happening when you apply for the student discount? Could you also DM us your email & username? Keep us posted <url>",,,,,,
c3_006,agent,t_106339,Yo I keep trying to apply for the student discount but it keeps telling me my 'csrf token' is invalid???????,"every time I try to reset password it says ""The CSRF token is invalid. Please try to resubmit the form.""","@user Hey Kindal, help's arrived! Can you shoot us over a DM with a screenshot of the error message you're receiving? We'll check things out backstage <url>",,,,,,
c3_006,agent,t_2071597,Yo I keep trying to apply for the student discount but it keeps telling me my 'csrf token' is invalid???????,does your student offer for both premium and hulu apply to high school students or only college students?,@user 1: Hey there! Students must be actively in term at their college/university to be eligible to apply the discount. If they try to sign...,,,,,,
c3_006,agent,t_1126453,Yo I keep trying to apply for the student discount but it keeps telling me my 'csrf token' is invalid???????,"Hi There! I’m now a Student, on a Family Premium Plan. Is it possible if my UNiDAYS 50% Discount can Apply To Family Plans? 🙂",@user Hi Ben! We're afraid you can't apply additional discounts to a Premium for Family plan. Nice try though 😉,,,,,,
c3_007,agent,t_1958985,hi I need some help with linking accounts turns out I’m paying two subscriptions please help,please contact me reg an account. I’m paying for a monthly subscription but don’t know which email it’s linked to? Thank you!,"@user Hey there, help's here! Can you DM us any email addresses or usernames you might have used to open an account? We'll dig deeper <url>",,,,,,
c3_007,agent,t_1209236,hi I need some help with linking accounts turns out I’m paying two subscriptions please help,I pay for premium and I’m fed up. doesn’t work!! I want this sorted or I’m cancelling my subscription.,@user Hey Soph! What exactly is going on with your Spotify account? We'll do our best to help you out,,,,,,
c3_007,agent,t_1935851,hi I need some help with linking accounts turns out I’m paying two subscriptions please help,"i need to cancel my subscription, however my subscription is under a Facebook account that i no longer have access too. help!","@user Hey, help's here! Could you DM us your email address or the link to your Facebook profile? We'll do some digging 🔍 <url>",,,,,,
c3_007,agent,t_2706998,hi I need some help with linking accounts turns out I’m paying two subscriptions please help,"hey gang, is it possible to merge two existing accounts into a family account if they belong to two different users?","@user Hey! Merging the accounts isn't needed. A Premium for Family plan allows up to six separate accounts to share one subscription. One will just need to sign up for the plan, then send invites to the members. For the exact steps, check out <url>",,,,,,
c3_007,agent,t_123459,hi I need some help with linking accounts turns out I’m paying two subscriptions please help,Hi I’m trying to link my Spotify premium account with the ps4 service but it fails : ‘Spotify already linked ...’ - could you help me please ?,@user Hey there! Our friends over @user should be able to help with this. Give us a shout if you have other questions,,,,,,
c3_007,agent,t_2578880,hi I need some help with linking accounts turns out I’m paying two subscriptions please help,How do I turn of the Automatic renew function for premium?,@user Hi there! You can cancel your Premium subscription anytime by heading to <url>. Let us know if you need a hand with this. We're happy to help,,,,,,
c3_007,quality,current:contact,hi I need some help with linking accounts turns out I’m paying two subscriptions please help,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
c3_008,quality,current:contact,unable to access my premium account via Facebook or email upon phone change. I can't reset it or do anything. Please help.,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
c3_008,agent,t_2024406,unable to access my premium account via Facebook or email upon phone change. I can't reset it or do anything. Please help.,"hi,, i decativated facebook. please can i change my login account","@user Hi James, help's here! Can you confirm your account's email address via DM? We'll see what we can do <url>",,,,,,
c3_008,agent,t_1896825,unable to access my premium account via Facebook or email upon phone change. I can't reset it or do anything. Please help.,"got a new phone, unable to log in Spotify with email address, says I've logged in via Facebook, never used Facebook, help?","@user Hi Neil, don't worry! Help has arrived. Can you DM us your account's email address or username? We'll take a look under the hood <url>",,,,,,
c3_008,agent,t_2056589,unable to access my premium account via Facebook or email upon phone change. I can't reset it or do anything. Please help.,Hi! Is it possible to change my Facebook-created Spotify Premium account to a regular one that is not connected to Facebook?,@user Hey Jeroen! Could you DM us the email address linked to your Facebook account? We'll do our best to help you out <url>,,,,,,
c3_008,agent,t_591472,unable to access my premium account via Facebook or email upon phone change. I can't reset it or do anything. Please help.,I cannot login to New device because I have permanently deleted my Facebook account which i used to use to logon. Please help.,@user Hi Daniel! Can you send over the email address on your Facebook account via DM? We'll do our best to help out <url>,,,,,,
c3_008,agent,t_1799988,unable to access my premium account via Facebook or email upon phone change. I can't reset it or do anything. Please help.,I am unable to log in. My Facebook account's e-mail address is __email__ I have a Premium. Please help ASAP!,@user Hey there! We recommend deleting your last tweet as it contains your private info. Can you DM us your email address instead? <url>,,,,,,
c3_008,agent,t_1595443,unable to access my premium account via Facebook or email upon phone change. I can't reset it or do anything. Please help.,Is there any possible way to disconnect my cousins facebook from my spotify via xbox or phone?,"@user 1: Hi Nick! We're afraid you can't do that from your phone or Xbox, but you can disconnect your cousin's Facebook profile using your...",,,,,,
c3_009,agent,t_1806450,love me,"I am a newcomer and I am already in love with Spotify. Still... Why don't you have ""From Paris With Love -The Skatalites""-. I am in love with that one and I was wondering... why? <url>","@user Hey! We’d love to have all of The Skatalites' content available, but we have some info about content here: <url>",,,,,,
c3_009,agent,t_2053081,love me,Hi playing Crazy in Love and Drunk in Love in sequence is not a good example of shuffle,@user Hi! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: <url>,,,,,,
c3_009,agent,t_2342543,love me,Can we please get “I Love You Bro” and “The Rise of the Pauls” on Spotify? @user,"@user Hey! We'd love to have them on Spotify. Hopefully, we will in the future. Check this out: <url>",,,,,,
c3_009,agent,t_2661128,love me,Thanks for daily mixes. Love you.,@user Hey! We’ve made some improvements to our shuffle algorithm. We’d love to hear your feedback here: <url>,,,,,,
c3_009,agent,t_1859361,love me,why was i love my love by @user taken off 😭😭,"@user Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <url>",,,,,,
c3_009,agent,t_2748519,love me,love Spotify but so limited what I can with my Alexa I will need to drop it..,@user Hey! Sorry to hear that. Can you let us know what's happening exactly? We'd love to help you out,,,,,,
c3_009,quality,current:contact,love me,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
c3_010,quality,current:contact,@user bought 5 gift cards today. 4 are fine but 5th pin code refuses to work,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
c3_010,agent,t_168119,@user bought 5 gift cards today. 4 are fine but 5th pin code refuses to work,"I bought a £10 gift card for a USA friend - but apparently it only works for UK customers. I've not scratched the pin - should I return it to the shop or is it still redeemable, or can you help some other way?","@user Hey Matthew, help's here! Could you DM us a picture of the gift card's PIN along with the receipt? The account's email address of your friend would also be handy. We'll see what we can suggest <url>",,,,,,
c3_010,agent,t_2289767,@user bought 5 gift cards today. 4 are fine but 5th pin code refuses to work,Hello. I have been given a gift of 3 months Spotify premium but the code is saying invalid for this country? How can I make it work?,"@user Hi Lauza! Can you let us know where the gift cards were bought? Also, could you DM us your account's email address? We'll look into it <url>",,,,,,
c3_010,agent,t_2704353,@user bought 5 gift cards today. 4 are fine but 5th pin code refuses to work,I got a $10 gift card for Spotify and I entered the PIN number and it said the code is not valid. Can you help?,"@user Hi Ashley. Don't worry, help's here. First up, can you DM us your username or email address so we can check your account? <url>",,,,,,
c3_010,agent,t_2712675,@user bought 5 gift cards today. 4 are fine but 5th pin code refuses to work,I bought two Spotify gift cards and they aren't working???,"@user Hey! Can you DM us your account's username and email address? If you're getting an error message when redeeming the gift cards, it'd be great if you could include a screenshot of the exact message as well <url>",,,,,,
c3_010,agent,t_1052693,@user bought 5 gift cards today. 4 are fine but 5th pin code refuses to work,"why does a £10 gift card only give one month's spotify premium, if I have a student account and normally only pay £5 a month?","@user 1: Hey there! Spotify gift cards are only available for Premium at its standard rate, so it’s not...",,,,,,
c3_010,agent,t_1728117,@user bought 5 gift cards today. 4 are fine but 5th pin code refuses to work,"Hi! I recieved a gift card, but somehow I can't redeem it. #help","@user Hey Nadi! Can you DM us your account's username or email address, and the code you're trying to redeem? We'll see what we can suggest <url>",,,,,,
c3_011,agent,t_1027724,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",I accidentally hit thumbs down on a song in a radio playlist. how do you remove that thumbs down?,"@user Hey there! Right now it isn’t possible to undo the action, but we’ll pass on your feedback. Hope that helps",,,,,,
c3_011,agent,t_1485016,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",Ack! What do I do when I accidentally thumbs-down a song I really like on a radio station? Can I un-thumbs-down it somehow?,"@user Hey Peter! You can help make it happen by adding your vote at <url>. Hopefully, we'll have an update soon",,,,,,
c3_011,agent,t_760614,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭","I accidentally thumbs-downed one of my favourite songs in a station, how can I undo it? :(","@user Hey Dayne! We're afraid this isn't currently possible, but you can vote for the official idea here: <url>",,,,,,
c3_011,agent,t_223039,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",why come when i thumbs down a song I CANT FIND IT ANYMORE EVER?,"@user Hey! When you tap the thumbs up or thumbs down icons when a track is playing, the station improves to match your tastes. Hope that helps",,,,,,
c3_011,agent,t_871329,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",I updated my app this week and now it won't play songs all the way through and sticks on ads. How do I fix it?,"@user Hey there, that's not fun! Does logging out > restarting the device > logging back in help? Keep us posted",,,,,,
c3_011,agent,t_602835,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",I accidentally thumbed down a song I wanted to save and it disappeared from my radio!! what do??,"@user Hi there! Right now it isn’t possible to undo the action, but we’ll pass on your feedback. If you have other questions, give us a shout",,,,,,
c3_011,quality,t_1027724,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",I accidentally hit thumbs down on a song in a radio playlist. how do you remove that thumbs down?,"@user Hey there! Right now it isn’t possible to undo the action, but we’ll pass on your feedback. Hope that helps",,,,,,
c3_011,quality,t_1485016,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",Ack! What do I do when I accidentally thumbs-down a song I really like on a radio station? Can I un-thumbs-down it somehow?,"@user Hey Peter! You can help make it happen by adding your vote at <url>. Hopefully, we'll have an update soon",,,,,,
c3_011,quality,t_760614,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭","I accidentally thumbs-downed one of my favourite songs in a station, how can I undo it? :(","@user Hey Dayne! We're afraid this isn't currently possible, but you can vote for the official idea here: <url>",,,,,,
c3_011,quality,t_223039,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",why come when i thumbs down a song I CANT FIND IT ANYMORE EVER?,"@user Hey! When you tap the thumbs up or thumbs down icons when a track is playing, the station improves to match your tastes. Hope that helps",,,,,,
c3_011,quality,t_871329,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",I updated my app this week and now it won't play songs all the way through and sticks on ads. How do I fix it?,"@user Hey there, that's not fun! Does logging out > restarting the device > logging back in help? Keep us posted",,,,,,
c3_011,quality,t_602835,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",I accidentally thumbed down a song I wanted to save and it disappeared from my radio!! what do??,"@user Hi there! Right now it isn’t possible to undo the action, but we’ll pass on your feedback. If you have other questions, give us a shout",,,,,,
c3_011,quality,current:contact,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
c3_011,quality,current:playback,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",Technical trouble playing Spotify,"For playback or app technical problems, restart or update the app. Reinstalling requires downloading offline music and podcasts again. These steps do not answer playlist editing, catalog, billing or feature questions.",,,,,,
c3_011,quality,policy:clarification,"help I accidentally thumbs downed a song I like, how do I fix it?? It's not there if I scroll back through my recently played 😭",Missing diagnostic context,"Cadence's reviewed response policy permits a specific, relevant question about the affected feature, device, app version or exact error. Never repeat information already supplied or ask for private account details. A question is not a resolution.",,,,,,
c3_012,quality,t_1400076,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,You guys messed my Artist Name up on the site. Please fix it.,@user Hey there! You'll need to reach out to your distributor to get this fixed up. There's some more info here: <url>,,,,,,
c3_012,quality,t_871323,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,What's up with Ghostface Killah's artist page - has some crappy EDM singles as the newest releases,@user Hi Henry. Thanks for the heads up. We'll get this reported. Great detective work! <url>,,,,,,
c3_012,quality,t_2059673,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,"I have 3 Korean songs on one of my playlists and half of my ""discover weekly"" playlist is Korean. EVERY WEEK. Seriously guys.","@user Hey there! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up",,,,,,
c3_012,quality,t_83673,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,sometimes i wonder what kind of algorithm uses to create my weekly playlist... you've once again put some weird stuff together guys,"@user Hey there! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up",,,,,,
c3_012,quality,t_479849,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,"hey guys, there's this rad little Canadian band called @user and you've got some of their singles mixed up with another artist, which made it pretty difficult to find them. Just wanted to let ya know!","@user Hey Lauren! Don't worry, help's here. Can you get back to us with the singles that got mixed up? We'll have a closer look",,,,,,
c3_012,quality,t_2487408,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,is there any way to stop specific bands/artists from being put onto your discover weekly/daily mix playlists????,@user Hi there! Your Discover Weekly should improve as it gets to know you. Keep adding your fav tracks to Your Library/playlists. This should mix things up 🙂,,,,,,
c3_012,quality,current:contact,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
c3_012,quality,current:playback,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,Technical trouble playing Spotify,"For playback or app technical problems, restart or update the app. Reinstalling requires downloading offline music and podcasts again. These steps do not answer playlist editing, catalog, billing or feature questions.",,,,,,
c3_012,quality,policy:clarification,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,Missing diagnostic context,"Cadence's reviewed response policy permits a specific, relevant question about the affected feature, device, app version or exact error. Never repeat information already supplied or ask for private account details. A question is not a resolution.",,,,,,
c3_012,agent,t_1400076,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,You guys messed my Artist Name up on the site. Please fix it.,@user Hey there! You'll need to reach out to your distributor to get this fixed up. There's some more info here: <url>,,,,,,
c3_012,agent,t_871323,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,What's up with Ghostface Killah's artist page - has some crappy EDM singles as the newest releases,@user Hi Henry. Thanks for the heads up. We'll get this reported. Great detective work! <url>,,,,,,
c3_012,agent,t_2059673,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,"I have 3 Korean songs on one of my playlists and half of my ""discover weekly"" playlist is Korean. EVERY WEEK. Seriously guys.","@user Hey there! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up",,,,,,
c3_012,agent,t_83673,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,sometimes i wonder what kind of algorithm uses to create my weekly playlist... you've once again put some weird stuff together guys,"@user Hey there! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up",,,,,,
c3_012,agent,t_479849,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,"hey guys, there's this rad little Canadian band called @user and you've got some of their singles mixed up with another artist, which made it pretty difficult to find them. Just wanted to let ya know!","@user Hey Lauren! Don't worry, help's here. Can you get back to us with the singles that got mixed up? We'll have a closer look",,,,,,
c3_012,agent,t_2487408,hey guys you have some EDM artist Sanchez mixed up with dancehall reggae Sanchez and it keeps messing up my algo playlists,is there any way to stop specific bands/artists from being put onto your discover weekly/daily mix playlists????,@user Hi there! Your Discover Weekly should improve as it gets to know you. Keep adding your fav tracks to Your Library/playlists. This should mix things up 🙂,,,,,,
c3_013,agent,t_46648,"Dear , can you please take your money and let me listen to my music please 😭😭😭","Dear , can't imagine what I listened to that gave you the idea to constantly fill my #DiscoverWeekly with Jam bands. Please stop.","@user 1: Hey! Discover Weekly's based on your listening history, and on others who dig similar stuff. The more you listen, the better it gets.",,,,,,
