id,system,thread_id,customer,evidence_customer,evidence_reply,relevant,supports_next_step,current_advice,reviewer_id,reviewer_type,rationale
b4_002,agent,t_377080,Hi! Why is the feature of downloading a song not available but the one for download the whole album/playlist it is?,adding a whole album to the queue places it in the middle of the one I'm wanting to finish first 😅 maybe a new feature to add?,@user Hey! We hear you. Your feedback has been noted and passed onto the team 👊🏼,,,,,,
b4_002,agent,t_371966,Hi! Why is the feature of downloading a song not available but the one for download the whole album/playlist it is?,My Playlist has switched to Playlist Radio twice today on its own and played songs I do not like. Why?,"@user 1: Hey! Once you finish an album or playlist, a radio station based on the album or playlist will start. You can disable this feature...",,,,,,
b4_002,agent,t_2715270,Hi! Why is the feature of downloading a song not available but the one for download the whole album/playlist it is?,I pay y'all $10.81 every month but y'all still won't lemme download one individual song smh like I don't want that entire album <url>,"@user Hey! This isn't possible right now, but you can save your favorite tracks under the Songs tab, then download all your favorites as they are listed there. Another option would be to make a playlist with only one song then set that playlist to be available offline",,,,,,
b4_003,balanced,t_389010,make Spotify on Apple Watch,"Will there be an apple watch app for soon? Or, is it time to make the switch to #AppleMusic #whathappenedtosnowy","@user Hey Daniel, that'd be sweet! You can vote for the idea and help make it happen here: <url>",,,,,,
b4_003,balanced,t_695452,make Spotify on Apple Watch,where is your Apple Watch app. I really don't want to cancel and subscribe to Apple Music but need offline playlists on the watch.,@user 1: Hey there! We don't have the app for the Apple Watch yet. Check out the official idea and add your vote to...,,,,,,
b4_003,balanced,t_2968470,make Spotify on Apple Watch,I’m switching to apple music if you don’t make an app for apple watches,@user Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <url>,,,,,,
b4_003,balanced,t_1365649,make Spotify on Apple Watch,I just rcvd my Apple Watch Series 3 but noticed that my Spotify playlist won’t work on it. Anyone else have this issue? @user <url>,"@user Hey there! We currently don't have an Apple Watch app, but you can vote on the idea to add one here: <url>",,,,,,
b4_003,balanced,t_1527864,make Spotify on Apple Watch,please make an Apple Watch app!!!,@user Hey! Check out the official idea and add your vote to convince our devs it's something to look into: <url>,,,,,,
b4_003,balanced,t_2921952,make Spotify on Apple Watch,"@user Please, don't forget Apple Watch users! We always wait à Spotify app for Apple Watch... 😫😭 #3years",@user @user Hey there! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <url>,,,,,,
b4_003,balanced,current:family,make Spotify on Apple Watch,"Official Spotify guidance, checked 2026-09-17",Premium Family is for family members living together. Members must live with the plan manager and use the same home address. This general rule does not establish a temporary-absence exception or eligibility of an individual account.,,,,,,
b4_003,balanced,current:wrapped,make Spotify on Apple Watch,"Official Spotify guidance, checked 2026-09-17",Wrapped is Spotify's annual listening summary and includes personalized playlists. Some features have eligibility requirements. The support page links official updates; it does not establish a release date for an upcoming edition.,,,,,,
b4_003,balanced,current:profile,make Spotify on Apple Watch,"Official Spotify guidance, checked 2026-09-17","A display name replaces the username on profiles, apps and playlists, but cannot be used to log in. Mobile: profile picture, View profile, EDIT, change name, Save.",,,,,,
b4_003,balanced,current:ideas,make Spotify on Apple Watch,"Official Spotify guidance, checked 2026-09-17","Customers can search the Community Ideas board, vote for an existing idea or submit a new idea after logging in. No particular idea, feature release or staff action is confirmed.",,,,,,
b4_003,balanced,current:catalog,make Spotify on Apple Watch,"Official Spotify guidance, checked 2026-09-17","Catalog availability varies over time and by country according to rights-holder permissions. No availability, removal cause or return date for a specific release is established.",,,,,,
b4_003,balanced,current:student,make Spotify on Apple Watch,"Official Spotify guidance, checked 2026-09-17","SheerID handles student verification. Try a private browser window to avoid autofill problems. If verification still fails, use the SheerID help route on this official page. Spotify cannot resolve SheerID verification issues.",,,,,,
b4_003,balanced,current:shuffle,make Spotify on Apple Watch,"Official Spotify guidance, checked 2026-09-17","Smart Shuffle mixes recommendations into playback. It is always active on free mobile. Premium mobile users can disable Include Smart Shuffle in play modes under Settings and privacy, Playback. Premium shuffle also offers a Fewer repeats style; it reduces, not eliminates, repeats.",,,,,,
b4_003,balanced,current:autoplay,make Spotify on Apple Watch,"Official Spotify guidance, checked 2026-09-17","Autoplay plays similar tracks after an album, playlist or selection ends. It can be disabled in settings: Playback, Autoplay on mobile; Autoplay in desktop settings. It does not explain extra tracks interspersed within a playlist.",,,,,,
b4_003,balanced,current:explicit,make Spotify on Apple Watch,"Official Spotify guidance, checked 2026-09-17",Explicit releases have E or EXPLICIT tags supplied by rights holders. Search for different versions; some explicit releases have no clean version. This does not prove an uncensored version of a given track exists.,,,,,,
b4_003,balanced,current:library,make Spotify on Apple Watch,"Official Spotify guidance, checked 2026-09-17","For music missing from Your Library, check filters on mobile and search to find and save it. A different account may explain missing saved content, but must not be asserted without evidence.",,,,,,
b4_003,balanced,current:contact,make Spotify on Apple Watch,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
b4_003,balanced,current:playback,make Spotify on Apple Watch,Technical trouble playing Spotify,"For playback or app technical problems, restart or update the app. Reinstalling requires downloading offline music and podcasts again. These steps do not answer playlist editing, catalog, billing or feature questions.",,,,,,
b4_003,balanced,policy:clarification,make Spotify on Apple Watch,Missing diagnostic context,"Cadence's reviewed response policy permits a specific, relevant question about the affected feature, device, app version or exact error. Never repeat information already supplied or ask for private account details. A question is not a resolution.",,,,,,
b4_003,balanced,policy:social,make Spotify on Apple Watch,Cadence conversational policy,A brief friendly acknowledgment of thanks or excitement is allowed without inventing facts or claiming an action. It is not a support resolution.,,,,,,
b4_003,agent,t_389010,make Spotify on Apple Watch,"Will there be an apple watch app for soon? Or, is it time to make the switch to #AppleMusic #whathappenedtosnowy","@user Hey Daniel, that'd be sweet! You can vote for the idea and help make it happen here: <url>",,,,,,
b4_003,agent,t_695452,make Spotify on Apple Watch,where is your Apple Watch app. I really don't want to cancel and subscribe to Apple Music but need offline playlists on the watch.,@user 1: Hey there! We don't have the app for the Apple Watch yet. Check out the official idea and add your vote to...,,,,,,
b4_003,agent,t_2968470,make Spotify on Apple Watch,I’m switching to apple music if you don’t make an app for apple watches,@user Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <url>,,,,,,
b4_003,agent,t_1365649,make Spotify on Apple Watch,I just rcvd my Apple Watch Series 3 but noticed that my Spotify playlist won’t work on it. Anyone else have this issue? @user <url>,"@user Hey there! We currently don't have an Apple Watch app, but you can vote on the idea to add one here: <url>",,,,,,
b4_003,agent,t_1527864,make Spotify on Apple Watch,please make an Apple Watch app!!!,@user Hey! Check out the official idea and add your vote to convince our devs it's something to look into: <url>,,,,,,
b4_003,agent,t_2921952,make Spotify on Apple Watch,"@user Please, don't forget Apple Watch users! We always wait à Spotify app for Apple Watch... 😫😭 #3years",@user @user Hey there! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <url>,,,,,,
b4_003,quality,t_389010,make Spotify on Apple Watch,"Will there be an apple watch app for soon? Or, is it time to make the switch to #AppleMusic #whathappenedtosnowy","@user Hey Daniel, that'd be sweet! You can vote for the idea and help make it happen here: <url>",,,,,,
b4_003,quality,t_695452,make Spotify on Apple Watch,where is your Apple Watch app. I really don't want to cancel and subscribe to Apple Music but need offline playlists on the watch.,@user 1: Hey there! We don't have the app for the Apple Watch yet. Check out the official idea and add your vote to...,,,,,,
b4_003,quality,t_2968470,make Spotify on Apple Watch,I’m switching to apple music if you don’t make an app for apple watches,@user Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <url>,,,,,,
b4_003,quality,t_1365649,make Spotify on Apple Watch,I just rcvd my Apple Watch Series 3 but noticed that my Spotify playlist won’t work on it. Anyone else have this issue? @user <url>,"@user Hey there! We currently don't have an Apple Watch app, but you can vote on the idea to add one here: <url>",,,,,,
b4_003,quality,t_1527864,make Spotify on Apple Watch,please make an Apple Watch app!!!,@user Hey! Check out the official idea and add your vote to convince our devs it's something to look into: <url>,,,,,,
b4_003,quality,t_2921952,make Spotify on Apple Watch,"@user Please, don't forget Apple Watch users! We always wait à Spotify app for Apple Watch... 😫😭 #3years",@user @user Hey there! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <url>,,,,,,
b4_003,quality,current:contact,make Spotify on Apple Watch,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
b4_003,quality,current:playback,make Spotify on Apple Watch,Technical trouble playing Spotify,"For playback or app technical problems, restart or update the app. Reinstalling requires downloading offline music and podcasts again. These steps do not answer playlist editing, catalog, billing or feature questions.",,,,,,
b4_003,quality,policy:clarification,make Spotify on Apple Watch,Missing diagnostic context,"Cadence's reviewed response policy permits a specific, relevant question about the affected feature, device, app version or exact error. Never repeat information already supplied or ask for private account details. A question is not a resolution.",,,,,,
b4_004,agent,t_483973,hey guys I can access music I’ve downloaded but can’t search? <url>,". Guys, can you please stop deleting all my offline music. It’s really, really annoying. We’ve always been fine, now I just don’t know.","@user Sorry to hear that, Hal! Check out the steps under “Downloads unexpectedly removed” at <url>. They should help with this",,,,,,
b4_004,agent,t_2920749,hey guys I can access music I’ve downloaded but can’t search? <url>,"nothings working or loading it will only let me play songs i’ve downloaded but home and search and browse option won’t load, this is happening for others as well <url>","@user Hi there, thanks for bearing with us! We had a little hiccup earlier, but everything should be running just fine now",,,,,,
b4_004,agent,t_2828397,hey guys I can access music I’ve downloaded but can’t search? <url>,this is the 4th time since I’ve been away that all my downloaded songs have disappeared from my phone. Why is this happening? So annoying when I don’t have regular access to WiFi to redownload.,"@user Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at <url>. They should help with this",,,,,,
b4_004,agent,t_2912445,hey guys I can access music I’ve downloaded but can’t search? <url>,Is Spotify down? Can't access anything I haven't downloaded. Can't search. Nothing. Lots of others reporting the same... ?,@user Hey Dan! Thanks for the heads up. Our tech folks are investigating this as we speak,,,,,,
b4_004,agent,t_839931,hey guys I can access music I’ve downloaded but can’t search? <url>,Pls implement more ML within searches. I’m tired of searching “Ferg” and Fergie is the top result when I’ve never played her.,"@user We hear you loud and clear, Jesse! We can’t make any promises but we’ll pass your feedback onto the right folks",,,,,,
b4_004,agent,t_2919423,hey guys I can access music I’ve downloaded but can’t search? <url>,"Im having trouble searching for music. Whenever I hit search it says ""an error occurred"". I checked my connection and re-downloaded the app.",@user Hey Matthew! Everything should be running smoothly now. Let us know if this is still happening,,,,,,
b4_004,quality,current:contact,hey guys I can access music I’ve downloaded but can’t search? <url>,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
b4_004,balanced,current:contact,hey guys I can access music I’ve downloaded but can’t search? <url>,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
b4_005,quality,t_1776972,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Ok you have things to explain here. Which playlists get me in #StrangersThings Mode <url>,"@user 1: Hey! To see this mode, you need to be on the now playing screen, just tap the song playing to view the album art.",,,,,,
b4_005,quality,t_2198098,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",What's the Stranger Things mode on the app?,"@user 1: Hey Jez! Good question. The ""Stranger Things Mode"" allows you to see the easter egg feature in the ""Now Playing"" view when streaming...",,,,,,
b4_005,quality,t_1022457,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Hey is it intentional that the shuffle ignores the playlist filter on mobile?,"@user Hi there! Yes, that's correct. All the contents of the playlist are covered whenever you play on shuffle mode",,,,,,
b4_005,quality,t_2210897,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Can anyone explain what this 'Stranger Things Mode' is on ??? Never noticed it 'til playing around w/ the equalizer 😂 @user #StrangerThings <url>,"@user 1: Hey James! Good question. The ""Stranger Things Mode"" allows you to see the easter egg feature in the ""Now Playing"" view when streaming...",,,,,,
b4_005,quality,t_265515,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",hmmm. album art covers not showing. .,"@user Hey Dennis! What device and Spotify version are you using? Also, are you in Offline Mode or are you online using WiFi or 3/4G?",,,,,,
b4_005,quality,t_1052717,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Fam, I'm running OSSierra. I can save Playlists for offline use but can't for individual Albums? #ijustwannalistentohamilton","@user 1: Hey there! To make an album available for offline listening, you'll need to convert it into a playlist, but you can support a...",,,,,,
b4_005,quality,current:contact,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
b4_005,quality,current:playback,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Technical trouble playing Spotify,"For playback or app technical problems, restart or update the app. Reinstalling requires downloading offline music and podcasts again. These steps do not answer playlist editing, catalog, billing or feature questions.",,,,,,
b4_005,quality,policy:clarification,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Missing diagnostic context,"Cadence's reviewed response policy permits a specific, relevant question about the affected feature, device, app version or exact error. Never repeat information already supplied or ask for private account details. A question is not a resolution.",,,,,,
b4_005,balanced,t_1776972,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Ok you have things to explain here. Which playlists get me in #StrangersThings Mode <url>,"@user 1: Hey! To see this mode, you need to be on the now playing screen, just tap the song playing to view the album art.",,,,,,
b4_005,balanced,t_2198098,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",What's the Stranger Things mode on the app?,"@user 1: Hey Jez! Good question. The ""Stranger Things Mode"" allows you to see the easter egg feature in the ""Now Playing"" view when streaming...",,,,,,
b4_005,balanced,t_1022457,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Hey is it intentional that the shuffle ignores the playlist filter on mobile?,"@user Hi there! Yes, that's correct. All the contents of the playlist are covered whenever you play on shuffle mode",,,,,,
b4_005,balanced,t_2210897,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Can anyone explain what this 'Stranger Things Mode' is on ??? Never noticed it 'til playing around w/ the equalizer 😂 @user #StrangerThings <url>,"@user 1: Hey James! Good question. The ""Stranger Things Mode"" allows you to see the easter egg feature in the ""Now Playing"" view when streaming...",,,,,,
b4_005,balanced,t_265515,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",hmmm. album art covers not showing. .,"@user Hey Dennis! What device and Spotify version are you using? Also, are you in Offline Mode or are you online using WiFi or 3/4G?",,,,,,
b4_005,balanced,t_1052717,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Fam, I'm running OSSierra. I can save Playlists for offline use but can't for individual Albums? #ijustwannalistentohamilton","@user 1: Hey there! To make an album available for offline listening, you'll need to convert it into a playlist, but you can support a...",,,,,,
b4_005,balanced,current:family,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Official Spotify guidance, checked 2026-09-17",Premium Family is for family members living together. Members must live with the plan manager and use the same home address. This general rule does not establish a temporary-absence exception or eligibility of an individual account.,,,,,,
b4_005,balanced,current:wrapped,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Official Spotify guidance, checked 2026-09-17",Wrapped is Spotify's annual listening summary and includes personalized playlists. Some features have eligibility requirements. The support page links official updates; it does not establish a release date for an upcoming edition.,,,,,,
b4_005,balanced,current:profile,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Official Spotify guidance, checked 2026-09-17","A display name replaces the username on profiles, apps and playlists, but cannot be used to log in. Mobile: profile picture, View profile, EDIT, change name, Save.",,,,,,
b4_005,balanced,current:ideas,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Official Spotify guidance, checked 2026-09-17","Customers can search the Community Ideas board, vote for an existing idea or submit a new idea after logging in. No particular idea, feature release or staff action is confirmed.",,,,,,
b4_005,balanced,current:catalog,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Official Spotify guidance, checked 2026-09-17","Catalog availability varies over time and by country according to rights-holder permissions. No availability, removal cause or return date for a specific release is established.",,,,,,
b4_005,balanced,current:student,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Official Spotify guidance, checked 2026-09-17","SheerID handles student verification. Try a private browser window to avoid autofill problems. If verification still fails, use the SheerID help route on this official page. Spotify cannot resolve SheerID verification issues.",,,,,,
b4_005,balanced,current:shuffle,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Official Spotify guidance, checked 2026-09-17","Smart Shuffle mixes recommendations into playback. It is always active on free mobile. Premium mobile users can disable Include Smart Shuffle in play modes under Settings and privacy, Playback. Premium shuffle also offers a Fewer repeats style; it reduces, not eliminates, repeats.",,,,,,
b4_005,balanced,current:autoplay,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Official Spotify guidance, checked 2026-09-17","Autoplay plays similar tracks after an album, playlist or selection ends. It can be disabled in settings: Playback, Autoplay on mobile; Autoplay in desktop settings. It does not explain extra tracks interspersed within a playlist.",,,,,,
b4_005,balanced,current:explicit,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Official Spotify guidance, checked 2026-09-17",Explicit releases have E or EXPLICIT tags supplied by rights holders. Search for different versions; some explicit releases have no clean version. This does not prove an uncensored version of a given track exists.,,,,,,
b4_005,balanced,current:library,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Official Spotify guidance, checked 2026-09-17","For music missing from Your Library, check filters on mobile and search to find and save it. A different account may explain missing saved content, but must not be asserted without evidence.",,,,,,
b4_005,balanced,current:contact,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
b4_005,balanced,current:playback,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Technical trouble playing Spotify,"For playback or app technical problems, restart or update the app. Reinstalling requires downloading offline music and podcasts again. These steps do not answer playlist editing, catalog, billing or feature questions.",,,,,,
b4_005,balanced,policy:clarification,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Missing diagnostic context,"Cadence's reviewed response policy permits a specific, relevant question about the affected feature, device, app version or exact error. Never repeat information already supplied or ask for private account details. A question is not a resolution.",,,,,,
b4_005,balanced,policy:social,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Cadence conversational policy,A brief friendly acknowledgment of thanks or excitement is allowed without inventing facts or claiming an action. It is not a support resolution.,,,,,,
b4_005,agent,t_1776972,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Ok you have things to explain here. Which playlists get me in #StrangersThings Mode <url>,"@user 1: Hey! To see this mode, you need to be on the now playing screen, just tap the song playing to view the album art.",,,,,,
b4_005,agent,t_2198098,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",What's the Stranger Things mode on the app?,"@user 1: Hey Jez! Good question. The ""Stranger Things Mode"" allows you to see the easter egg feature in the ""Now Playing"" view when streaming...",,,,,,
b4_005,agent,t_1022457,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Hey is it intentional that the shuffle ignores the playlist filter on mobile?,"@user Hi there! Yes, that's correct. All the contents of the playlist are covered whenever you play on shuffle mode",,,,,,
b4_005,agent,t_2210897,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",Can anyone explain what this 'Stranger Things Mode' is on ??? Never noticed it 'til playing around w/ the equalizer 😂 @user #StrangerThings <url>,"@user 1: Hey James! Good question. The ""Stranger Things Mode"" allows you to see the easter egg feature in the ""Now Playing"" view when streaming...",,,,,,
b4_005,agent,t_265515,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/",hmmm. album art covers not showing. .,"@user Hey Dennis! What device and Spotify version are you using? Also, are you in Offline Mode or are you online using WiFi or 3/4G?",,,,,,
b4_005,agent,t_1052717,"Frustrating: won't let you sort ""albums"" into groups AND won't let you view a playlist in ""albums"" cover mode? 1/","Fam, I'm running OSSierra. I can save Playlists for offline use but can't for individual Albums? #ijustwannalistentohamilton","@user 1: Hey there! To make an album available for offline listening, you'll need to convert it into a playlist, but you can support a...",,,,,,
b4_006,balanced,current:contact,I’m not getting a free Spotify trial (7 day) on my new device,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
b4_006,agent,t_1098955,I’m not getting a free Spotify trial (7 day) on my new device,"hey, how do I upgrade my account from 7 day free trial to 30 day free trial?","@user Hi there! To sign up for the 30-day trial, just go to <url>. Hope that helps",,,,,,
b4_006,agent,t_2066340,I’m not getting a free Spotify trial (7 day) on my new device,I’m thinking about getting Spotify next month do i get a free trial with the family plan,"@user 1: Hey Danny! We're afraid that trial offers are not valid for Premium for Family plans, but we have the free trial period for the...",,,,,,
b4_006,agent,t_2813988,I’m not getting a free Spotify trial (7 day) on my new device,can I still avail the P9.00 premium if I tried the 7-day trial?,@user Hey there! You should still be eligible for the 3 months for 9.00 PHP offer after getting the 7-day trial. Just head over to this page to sign up: <url>. Let us know if you have questions,,,,,,
b4_006,agent,t_2586525,I’m not getting a free Spotify trial (7 day) on my new device,"hey so I have an account I made and I wanna use the 7 day free trial but it's not popping up and it's on an account that's never had premium, pls help",@user Hey! The 7-day trial is an in-app offer. We suggest you keep trying to use Premium features on the app; you will then eventually be offered to try it out. Hope this clears things up,,,,,,
b4_006,agent,t_1780674,I’m not getting a free Spotify trial (7 day) on my new device,"Just migrated from Groove Music and subscribed to Spotify, under 30-day free trial now. How do I avail of the 60-day trial?","@user 1: Hey! Just to make sure, are you a Groove Music Pass subscriber? If yes, you'll automatically get the 60-day trial once you've...",,,,,,
b4_006,agent,t_1483991,I’m not getting a free Spotify trial (7 day) on my new device,i love spotify but spotify premium costs too much,"@user Hey! If you haven't had Premium before, you can get our 30-day free trial at <url>",,,,,,
b4_006,quality,current:contact,I’m not getting a free Spotify trial (7 day) on my new device,Need official human support,Spotify's contact page offers messaging with customer support. The assistant cannot contact staff or access accounts.,,,,,,
b4_007,agent,t_989810,Life would be so much easier if got7 had an official spotify. when is got7's discography going to be on Spotify?,If offered in- app purchases the life of those who don’t have credit card would be so much easier. 😫🙄,@user We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝,,,,,,
b4_007,agent,t_1447349,Life would be so much easier if got7 had an official spotify. when is got7's discography going to be on Spotify?,. it would be great if we could have an album list view. Much easier to navigate than artwork.,"@user Hey Jay, nice idea! It's definitely something for the team to consider and we'll make sure it reaches them. Stay awesome",,,,,,
b4_007,agent,t_2547376,Life would be so much easier if got7 had an official spotify. when is got7's discography going to be on Spotify?,"If you could filter an artist catalogue on Spotify so that their actual albums appeared first it would make finding their song/albums easier. Then after that, if the best of's etc were shown or in another section it would be grand. too much clutter @user","@user Hey Patrick! Thanks for the feedback. Don't worry, we'll make sure it's passed on to the relevant folks",,,,,,
b4_007,agent,t_1985610,Life would be so much easier if got7 had an official spotify. when is got7's discography going to be on Spotify?,I spend half my life queuing the same song a 100 times because couldn’t make my obsessive life easier with a repeat button.,"@user Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest",,,,,,
b4_007,agent,t_963477,Life would be so much easier if got7 had an official spotify. when is got7's discography going to be on Spotify?,is there a place i can submit some quality of life ideas?,"@user 1: Hi! Just to check, would you like to submit an idea for the Spotify app? If so, you can suggest it in our Community at...",,,,,,
b4_007,agent,t_1483991,Life would be so much easier if got7 had an official spotify. when is got7's discography going to be on Spotify?,i love spotify but spotify premium costs too much,"@user Hey! If you haven't had Premium before, you can get our 30-day free trial at <url>",,,,,,
b4_007,quality,t_989810,Life would be so much easier if got7 had an official spotify. when is got7's discography going to be on Spotify?,If offered in- app purchases the life of those who don’t have credit card would be so much easier. 😫🙄,@user We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝,,,,,,
b4_007,quality,t_1447349,Life would be so much easier if got7 had an official spotify. when is got7's discography going to be on Spotify?,. it would be great if we could have an album list view. Much easier to navigate than artwork.,"@user Hey Jay, nice idea! It's definitely something for the team to consider and we'll make sure it reaches them. Stay awesome",,,,,,
